17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:00;52.0141751;23.1065199
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:03;52.0142106;23.106548
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:06;52.014237;23.1065775
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:08;52.0142659;23.1066044
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:11;52.0142956;23.1066352
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:14;52.0143245;23.106662
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:16;52.0143534;23.1066822
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:19;52.0143823;23.1066768
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:21;52.0144095;23.1066594
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:25;52.0144351;23.106599
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:27;52.0144541;23.1065521
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:30;52.0144722;23.1065011
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:33;52.0144904;23.1064488
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:36;52.0145081;23.1063965
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:38;52.0145168;23.1063703
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:39;52.0145255;23.1063442
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:41;52.0145341;23.106318
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:43;52.0145548;23.1062731
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:48;52.0145861;23.1061833
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:53;52.014615;23.1061095
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:00:57;52.0146431;23.1060357
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:01;52.0146703;23.105962
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:06;52.0146951;23.1058855
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:12;52.0147133;23.1057903
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:16;52.0147487;23.1057568
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:20;52.0147859;23.1057353
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:24;52.0148214;23.1057648
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:29;52.0148585;23.1058238
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:33;52.0148948;23.1058641
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:38;52.0149353;23.1059016
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:43;52.0149807;23.1059419
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:48;52.0150269;23.1059848
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:01:54;52.0150789;23.1060344
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:00;52.0151301;23.1060746
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:05;52.0151788;23.1061135
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:11;52.0152316;23.1061591
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:15;52.0152613;23.1061859
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:19;52.015291;23.1062436
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:23;52.0153191;23.1062798
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:23;52.0153463;23.1063268
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:28;52.0153826;23.1063777
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:34;52.0154214;23.1064421
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:41;52.0154635;23.1065105
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:47;52.0155114;23.1065789
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:02:55;52.015551;23.1066647
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:02;52.0156063;23.1067371
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:11;52.01566;23.1068417
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:20;52.0157219;23.1069289
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:29;52.0157846;23.1070215
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:40;52.0158498;23.1071354
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:44;52.0159233;23.1072481
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:50;52.0159736;23.1073178
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:03:56;52.0160281;23.1074104
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:03;52.0160867;23.1075069
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:10;52.0161502;23.1076048
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:17;52.0162138;23.1077054
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:24;52.0162773;23.107806
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:31;52.0163384;23.1079106
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:36;52.0163756;23.1080031
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:42;52.0164119;23.1081051
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:47;52.0164325;23.1082016
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:47;52.0164102;23.1082687
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:51;52.0163698;23.108325
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:55;52.016345;23.1083827
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:04:59;52.0163244;23.1084564
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:03;52.016317;23.1085329
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:07;52.0163145;23.1086174
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:12;52.0163302;23.1087166
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:16;52.0163516;23.1088011
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:21;52.0163838;23.1088762
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:26;52.0164267;23.1089419
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:31;52.0164771;23.1090076
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:36;52.0165423;23.1090479
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:41;52.0166001;23.1090412
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:46;52.0166578;23.1090036
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:51;52.016714;23.1089526
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:05:56;52.0167808;23.1089419
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:02;52.0168501;23.1089392
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:08;52.0169211;23.1089607
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:13;52.0169839;23.1089848
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:19;52.0170524;23.1090237
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:25;52.0171225;23.1090747
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:31;52.0171968;23.1091176
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:38;52.0172736;23.1091498
17421fdc-5587-4777-8295-b55bbe5cc422;2018-02-02;00:06:41;52.0173049;23.1091954
